person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_probability,risk_band
25,32000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.29,0,0.05,N,3,0.13837774,Low
24,32000,RENT,1.0,EDUCATION,C,1500,13.92,0,0.05,Y,4,0.16204138,Low
24,32304,RENT,8.0,MEDICAL,B,1500,9.91,1,0.05,N,3,0.1709692,Low
25,33000,RENT,5.0,VENTURE,B,1500,11.48,0,0.05,N,4,0.038364578,Low
22,27996,OWN,5.0,MEDICAL,A,5000,5.79,0,0.18,N,2,0.001570443,Low
23,27996,OWN,1.0,EDUCATION,C,4200,14.72,0,0.15,Y,4,0.0010523405,Low
23,27996,OWN,2.0,MEDICAL,B,9250,10.75,0,0.33,N,2,0.0036930987,Low
22,27996,MORTGAGE,4.0,MEDICAL,D,3250,15.21,1,0.12,N,2,0.813725,High
22,27996,MORTGAGE,4.0,MEDICAL,B,5500,10.38,0,0.2,N,2,0.111944996,Low
26,33600,RENT,6.0,MEDICAL,F,1500,19.41,0,0.04,N,4,0.57921773,High
23,33996,RENT,1.0,EDUCATION,A,1500,6.99,0,0.04,N,4,0.108927324,Low
25,34942,RENT,7.0,PERSONAL,B,1500,10.99,0,0.04,N,4,0.22889854,Medium
21,35000,RENT,3.0,EDUCATION,A,1500,5.79,0,0.04,N,2,0.023455042,Low
25,35000,RENT,1.0,MEDICAL,B,1500,10.0,0,0.04,N,4,0.06476067,Low
23,35000,RENT,6.0,DEBTCONSOLIDATION,B,1500,8.88,0,0.04,N,3,0.100985505,Low
21,27996,MORTGAGE,5.0,EDUCATION,A,10000,9.63,0,0.36,N,4,0.12506907,Low
24,35000,RENT,9.0,EDUCATION,A,1500,10.99,0,0.04,N,3,0.06326421,Low
23,29004,RENT,7.0,DEBTCONSOLIDATION,D,1500,14.59,1,0.05,Y,2,0.9666441,High
24,36000,RENT,2.0,EDUCATION,C,1500,15.23,0,0.04,N,2,0.26250345,Medium
24,36000,RENT,5.0,PERSONAL,B,1500,10.0,0,0.04,N,3,0.115858175,Low
22,28000,OWN,1.0,VENTURE,A,12300,6.62,0,0.44,N,2,0.0049666595,Low
21,36000,RENT,0.0,EDUCATION,B,1500,10.37,0,0.04,N,4,0.08160554,Low
24,30996,RENT,0.0,HOMEIMPROVEMENT,D,1500,15.99,1,0.05,Y,2,0.9859818,High
22,38000,RENT,2.0,EDUCATION,C,1500,13.22,0,0.04,Y,2,0.094025224,Low
25,28000,MORTGAGE,4.0,MEDICAL,A,9600,6.03,0,0.34,N,3,0.12642975,Low
23,28000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,9500,15.62,1,0.34,N,2,0.9029368,High
23,28000,MORTGAGE,5.0,MEDICAL,A,2500,5.99,0,0.09,N,2,0.06620393,Low
23,38000,RENT,4.0,VENTURE,A,1500,8.32,0,0.04,N,3,0.011141713,Low
23,28000,OWN,6.0,VENTURE,B,7000,9.99,0,0.25,N,4,0.00046416218,Low
24,39000,RENT,8.0,MEDICAL,D,1500,15.62,0,0.04,Y,3,0.8239524,High
25,33996,RENT,8.0,MEDICAL,E,1500,16.82,1,0.04,N,4,0.8463913,High
23,40000,RENT,7.0,VENTURE,C,1500,13.99,0,0.04,Y,2,0.065281615,Low
21,28000,MORTGAGE,2.0,EDUCATION,C,1000,12.99,0,0.04,Y,4,0.11770876,Low
22,28000,MORTGAGE,6.0,PERSONAL,B,10000,10.99,0,0.36,N,3,0.23073919,Medium
24,34000,RENT,3.0,DEBTCONSOLIDATION,A,1500,8.94,1,0.04,N,2,0.21335979,Medium
21,40000,RENT,5.0,EDUCATION,B,1500,12.18,0,0.04,N,4,0.04834989,Low
23,40000,RENT,0.0,VENTURE,C,1500,11.78,0,0.04,N,2,0.07095064,Low
22,34980,RENT,3.0,DEBTCONSOLIDATION,C,1500,12.23,1,0.04,Y,4,0.21646523,Medium
26,28000,MORTGAGE,8.0,PERSONAL,A,4500,10.99,1,0.16,N,2,0.13257504,Low
23,28000,MORTGAGE,2.0,VENTURE,B,8400,10.99,0,0.3,N,2,0.024500985,Low
21,41004,RENT,5.0,EDUCATION,B,1500,10.99,0,0.04,N,3,0.07706197,Low
21,42000,RENT,5.0,EDUCATION,A,1500,5.79,0,0.04,N,3,0.031212108,Low
22,36000,RENT,0.0,EDUCATION,C,1500,13.16,1,0.04,Y,4,0.10532189,Low
23,42000,RENT,3.0,DEBTCONSOLIDATION,B,1500,10.71,0,0.04,N,2,0.09359041,Low
25,42769,RENT,3.0,EDUCATION,A,1500,7.49,0,0.04,N,3,0.059232265,Low
23,28000,MORTGAGE,5.0,EDUCATION,A,4000,6.92,0,0.14,N,4,0.06259086,Low
23,44400,RENT,0.0,EDUCATION,B,1500,11.63,0,0.03,N,2,0.11401809,Low
22,28000,MORTGAGE,5.0,EDUCATION,A,8500,6.17,0,0.3,N,2,0.06378084,Low
24,39000,RENT,3.0,EDUCATION,A,1500,8.49,1,0.04,N,3,0.16121379,Low
23,28000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,5225,14.84,1,0.19,N,2,0.924148,High
23,45000,RENT,0.0,EDUCATION,A,1500,7.51,0,0.03,N,4,0.03833853,Low
26,45000,RENT,3.0,VENTURE,B,1500,10.25,0,0.03,N,3,0.0070732962,Low
25,48000,RENT,2.0,MEDICAL,B,1500,10.36,0,0.03,N,3,0.069666795,Low
26,42000,RENT,1.0,VENTURE,D,1500,14.61,1,0.04,Y,3,0.7800594,High
22,42500,RENT,0.0,MEDICAL,E,1500,17.19,1,0.04,Y,4,0.966855,High
24,48720,RENT,2.0,MEDICAL,C,1500,14.35,0,0.03,Y,2,0.18223758,Low
24,50000,RENT,1.0,DEBTCONSOLIDATION,C,1500,14.26,0,0.03,N,2,0.088172406,Low
24,50400,RENT,8.0,DEBTCONSOLIDATION,A,1500,10.99,0,0.03,N,4,0.03619863,Low
25,50500,RENT,0.0,MEDICAL,B,1500,11.89,0,0.03,N,3,0.050599374,Low
24,51600,RENT,4.0,HOMEIMPROVEMENT,C,1500,12.61,0,0.03,Y,2,0.22922142,Medium
26,51996,RENT,10.0,VENTURE,C,1500,13.85,0,0.03,Y,4,0.07229124,Low
25,28000,OWN,4.0,VENTURE,B,12200,12.53,0,0.44,N,4,0.0029091544,Low
22,28000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,10750,11.14,0,0.38,N,2,0.27187356,Medium
21,52000,RENT,5.0,EDUCATION,B,1500,11.99,0,0.03,N,3,0.06918814,Low
24,54000,RENT,8.0,MEDICAL,C,1500,14.17,0,0.03,Y,2,0.27759397,Medium
25,28000,MORTGAGE,3.0,EDUCATION,A,5000,8.0,0,0.18,N,2,0.08916104,Low
26,28000,OWN,5.0,PERSONAL,D,4000,15.37,0,0.14,N,3,0.0030364261,Low
23,54000,RENT,7.0,PERSONAL,B,1500,9.62,0,0.03,N,3,0.15259603,Low
25,28000,MORTGAGE,9.0,MEDICAL,A,4000,7.68,0,0.14,N,2,0.10330364,Low
26,54000,RENT,1.0,HOMEIMPROVEMENT,C,1500,13.98,0,0.03,Y,4,0.31730592,Medium
24,28000,OTHER,0.0,EDUCATION,B,9000,10.83,1,0.32,N,3,0.61488724,High
26,55400,RENT,1.0,MEDICAL,C,1500,12.84,0,0.03,N,4,0.08849608,Low
25,57000,RENT,9.0,HOMEIMPROVEMENT,C,1500,10.99,0,0.03,N,3,0.21865077,Medium
21,51000,RENT,0.0,HOMEIMPROVEMENT,D,1500,15.58,1,0.03,Y,4,0.98153234,High
22,57160,RENT,2.0,MEDICAL,B,1500,11.36,0,0.03,N,3,0.10375058,Low
24,57996,RENT,2.0,DEBTCONSOLIDATION,B,1500,10.75,0,0.03,N,4,0.08926885,Low
22,58000,RENT,6.0,EDUCATION,A,1500,5.42,0,0.03,N,2,0.034736864,Low
22,60000,RENT,6.0,MEDICAL,C,1500,13.57,0,0.03,Y,2,0.05004827,Low
25,63000,RENT,0.0,DEBTCONSOLIDATION,B,1500,12.42,0,0.02,N,4,0.11495052,Low
25,63128,RENT,4.0,VENTURE,A,1500,7.49,0,0.02,N,4,0.0068670614,Low
22,71000,RENT,6.0,EDUCATION,A,1500,6.99,0,0.02,N,3,0.020911295,Low
24,69764,RENT,2.0,PERSONAL,D,1500,14.42,1,0.02,Y,4,0.735484,High
25,28176,OWN,3.0,MEDICAL,B,1000,9.63,0,0.04,N,4,0.0018862042,Low
23,28296,MORTGAGE,4.0,PERSONAL,B,7000,10.99,0,0.25,N,4,0.14974165,Low
26,96000,RENT,4.0,PERSONAL,D,1500,10.99,0,0.02,Y,2,0.24829441,Medium
23,155004,RENT,4.0,MEDICAL,C,1500,10.99,0,0.01,N,3,0.044153668,Low
23,10008,RENT,4.0,DEBTCONSOLIDATION,B,1600,10.36,1,0.16,N,2,0.98606944,High
24,28440,MORTGAGE,4.0,MEDICAL,B,6000,9.99,0,0.21,N,3,0.099553555,Low
21,12000,RENT,3.0,EDUCATION,B,1600,10.59,1,0.13,N,2,0.1461154,Low
24,14400,RENT,0.0,PERSONAL,D,1600,18.25,1,0.11,N,3,0.9494902,High
24,15120,RENT,4.0,MEDICAL,A,1600,7.51,0,0.11,N,3,0.10505527,Low
21,15360,RENT,0.0,EDUCATION,B,1600,12.69,0,0.1,N,2,0.13629737,Low
22,21600,RENT,6.0,PERSONAL,D,1600,10.99,0,0.07,Y,4,0.45157233,Medium
24,28500,OWN,4.0,VENTURE,D,3500,14.59,0,0.12,N,3,0.0015672215,Low
23,22800,RENT,0.0,PERSONAL,C,1600,13.06,0,0.07,N,2,0.16494739,Low
22,20000,RENT,7.0,EDUCATION,A,1675,7.74,0,0.08,N,3,0.06533414,Low
21,28500,OWN,0.0,EDUCATION,C,4800,12.87,0,0.17,N,3,0.0016293073,Low
22,28500,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8500,7.68,0,0.3,N,4,0.09609476,Low
23,24960,RENT,3.0,MEDICAL,B,1675,11.11,0,0.07,N,3,0.12192142,Low
23,28800,RENT,1.0,PERSONAL,D,1675,15.21,1,0.06,Y,2,0.886225,High
23,46300,RENT,0.0,PERSONAL,A,1675,6.54,0,0.04,N,3,0.064725645,Low
24,60000,RENT,0.0,HOMEIMPROVEMENT,A,1675,6.54,0,0.03,N,4,0.04240898,Low
21,28596,MORTGAGE,3.0,PERSONAL,A,2000,7.29,0,0.07,N,4,0.11341869,Low
23,17688,RENT,0.0,PERSONAL,B,1700,11.11,0,0.1,N,3,0.19722822,Low
23,18600,RENT,2.0,DEBTCONSOLIDATION,B,1700,9.99,0,0.09,N,3,0.14404085,Low
23,28644,MORTGAGE,2.0,EDUCATION,B,10000,10.75,0,0.35,N,2,0.1449778,Low
23,45000,RENT,2.0,DEBTCONSOLIDATION,C,1700,14.72,0,0.04,N,2,0.12726809,Low
21,28692,MORTGAGE,5.0,EDUCATION,B,3000,10.75,0,0.1,N,2,0.10183148,Low
21,9600,RENT,0.0,EDUCATION,A,1750,8.94,1,0.18,N,2,0.983294,High
21,28776,MORTGAGE,4.0,EDUCATION,A,8000,8.9,0,0.28,N,4,0.0871441,Low
26,28800,OWN,8.0,EDUCATION,A,6000,8.9,0,0.21,N,3,0.0022855133,Low
26,9840,RENT,5.0,VENTURE,B,1750,9.99,1,0.18,N,4,0.9634012,High
22,28800,OWN,6.0,EDUCATION,A,8875,8.9,0,0.31,N,3,0.0026812865,Low
22,10000,RENT,4.0,DEBTCONSOLIDATION,C,1750,14.72,1,0.17,Y,3,0.9497184,High
23,10000,RENT,1.0,DEBTCONSOLIDATION,D,1750,15.05,1,0.17,Y,3,0.9990578,High
26,28800,MORTGAGE,2.0,VENTURE,A,5150,6.62,0,0.18,N,2,0.014072046,Low
25,10008,RENT,4.0,VENTURE,A,1750,7.49,1,0.17,N,3,0.96481276,High
23,17000,RENT,0.0,VENTURE,B,1750,10.95,0,0.1,N,3,0.05274467,Low
26,22000,RENT,2.0,MEDICAL,B,1750,10.99,0,0.08,N,3,0.11011668,Low
23,22800,RENT,3.0,PERSONAL,D,1750,15.7,1,0.08,Y,2,0.4995924,Medium
26,96000,RENT,2.0,HOMEIMPROVEMENT,A,1750,6.54,0,0.02,N,2,0.028063087,Low
23,22800,RENT,5.0,EDUCATION,A,1775,6.99,0,0.08,N,4,0.075056,Low
21,40000,RENT,0.0,EDUCATION,A,1775,6.54,0,0.04,N,3,0.034083363,Low
23,45000,RENT,0.0,EDUCATION,C,1775,12.72,0,0.04,Y,2,0.056021377,Low
24,28800,MORTGAGE,8.0,HOMEIMPROVEMENT,A,1400,8.9,1,0.05,N,3,0.43237066,Medium
24,14400,RENT,3.0,DEBTCONSOLIDATION,A,1800,6.92,0,0.13,N,3,0.09700576,Low
23,28800,MORTGAGE,6.0,MEDICAL,B,5000,11.99,0,0.17,N,3,0.18851855,Low
24,28800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6075,8.49,0,0.21,N,2,0.079778776,Low
24,28800,MORTGAGE,1.0,PERSONAL,B,3500,9.99,0,0.12,N,4,0.1083645,Low
21,18000,RENT,5.0,PERSONAL,A,1800,6.62,0,0.1,N,3,0.17210571,Low
23,28800,MORTGAGE,4.0,MEDICAL,A,10625,10.99,0,0.37,N,2,0.21333103,Medium
26,18000,RENT,1.0,VENTURE,C,1800,13.8,0,0.1,Y,3,0.21036248,Medium
22,18000,RENT,1.0,MEDICAL,B,1800,12.18,1,0.1,N,3,0.18596035,Low
24,28800,OWN,4.0,EDUCATION,A,7500,8.49,0,0.26,N,2,0.0025687169,Low
22,28800,MORTGAGE,0.0,VENTURE,B,11500,10.99,0,0.4,N,3,0.07798081,Low
22,28800,MORTGAGE,2.0,MEDICAL,A,10000,7.49,0,0.35,N,2,0.16119002,Low
24,21000,RENT,2.0,MEDICAL,B,1800,10.65,0,0.09,N,2,0.077062584,Low
21,28800,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.17,N,3,0.07650347,Low
22,28800,OWN,2.0,DEBTCONSOLIDATION,D,10000,16.49,0,0.35,N,4,0.066261716,Low
26,22584,RENT,4.0,PERSONAL,A,1800,8.49,0,0.08,N,2,0.10881206,Low
23,28800,MORTGAGE,0.0,MEDICAL,A,6000,7.49,0,0.21,N,2,0.06867136,Low
24,24000,RENT,0.0,MEDICAL,B,1800,11.26,0,0.07,N,2,0.10603337,Low
23,25000,RENT,2.0,MEDICAL,B,1800,12.69,1,0.07,N,3,0.16769135,Low
25,28800,MORTGAGE,4.0,EDUCATION,A,1000,5.42,0,0.03,N,3,0.05522084,Low
22,28800,OWN,2.0,PERSONAL,A,2000,10.99,0,0.07,N,2,0.0022187552,Low
25,28000,RENT,0.0,MEDICAL,B,1800,12.53,0,0.06,N,3,0.13984844,Low
22,45000,RENT,4.0,VENTURE,D,1800,16.49,0,0.04,N,4,0.14836787,Low
25,45000,RENT,2.0,DEBTCONSOLIDATION,C,1800,12.61,0,0.04,Y,4,0.07034413,Low
23,28800,OWN,2.0,PERSONAL,B,3000,11.11,0,0.1,N,4,0.0017912835,Low
23,28800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8400,9.63,0,0.29,N,3,0.13873999,Low
26,45000,RENT,5.0,MEDICAL,D,1800,14.11,0,0.04,Y,2,0.69450355,High
24,28800,OWN,8.0,VENTURE,B,6000,10.74,0,0.21,N,2,0.00042946855,Low
22,45336,RENT,6.0,VENTURE,D,1800,15.21,0,0.04,N,3,0.14793476,Low
23,48000,RENT,4.0,PERSONAL,B,1800,11.49,0,0.04,N,4,0.101756275,Low
21,48000,RENT,1.0,DEBTCONSOLIDATION,C,1800,13.35,0,0.04,Y,2,0.09465361,Low
23,50960,RENT,7.0,VENTURE,D,1800,16.02,0,0.04,N,2,0.11664601,Low
21,28800,MORTGAGE,2.0,PERSONAL,C,5500,13.23,0,0.19,Y,2,0.14936367,Low
22,57000,RENT,0.0,DEBTCONSOLIDATION,C,1800,14.27,0,0.03,N,3,0.16345386,Low
22,58000,RENT,3.0,PERSONAL,B,1800,12.18,0,0.03,N,2,0.109270215,Low
22,71004,RENT,6.0,EDUCATION,B,1800,11.12,0,0.03,N,4,0.043680523,Low
22,73000,RENT,1.0,VENTURE,C,1800,11.41,0,0.02,N,3,0.14237107,Low
26,75000,RENT,1.0,VENTURE,B,1800,9.25,0,0.02,N,2,0.0074508972,Low
24,75000,RENT,5.0,HOMEIMPROVEMENT,A,1800,8.94,0,0.02,N,4,0.05428284,Low
24,28800,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5500,10.99,0,0.19,Y,3,0.12593703,Low
21,14400,RENT,2.0,VENTURE,D,1825,15.62,1,0.13,N,2,0.937955,High
22,28800,MORTGAGE,4.0,PERSONAL,B,14500,9.88,0,0.5,N,2,0.2260836,Medium
25,19200,RENT,0.0,PERSONAL,C,1825,12.68,0,0.1,Y,2,0.23446919,Medium
25,28800,MORTGAGE,9.0,HOMEIMPROVEMENT,B,6250,10.25,0,0.22,N,2,0.40845752,Medium
24,35000,RENT,4.0,EDUCATION,A,1850,7.12,0,0.05,N,2,0.03882337,Low
21,13200,RENT,2.0,DEBTCONSOLIDATION,A,1875,6.99,0,0.14,N,3,0.08802665,Low
24,14400,RENT,1.0,EDUCATION,C,1875,13.49,0,0.13,Y,2,0.14511435,Low
26,19392,RENT,7.0,DEBTCONSOLIDATION,C,1900,10.99,0,0.1,Y,3,0.18329452,Low
22,26500,RENT,3.0,DEBTCONSOLIDATION,A,1900,7.29,1,0.07,N,3,0.11498197,Low
24,32000,RENT,5.0,MEDICAL,C,1900,13.49,0,0.06,Y,2,0.17168708,Low
23,30000,RENT,0.0,PERSONAL,B,1925,12.18,0,0.06,N,2,0.22200777,Medium
25,42000,RENT,4.0,EDUCATION,A,1925,6.17,0,0.05,N,4,0.05365085,Low
23,16800,RENT,0.0,DEBTCONSOLIDATION,B,1950,10.37,0,0.12,N,2,0.11743687,Low
22,28880,MORTGAGE,4.0,MEDICAL,A,2000,8.59,0,0.07,N,3,0.11463852,Low
24,31200,RENT,3.0,MEDICAL,C,1950,13.11,0,0.06,Y,4,0.1831382,Low
24,28900,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5500,12.98,0,0.19,Y,2,0.1268203,Low
24,28932,MORTGAGE,4.0,PERSONAL,C,10000,10.99,0,0.35,Y,2,0.21933626,Medium
24,10000,RENT,2.0,DEBTCONSOLIDATION,B,2000,10.25,1,0.2,N,2,0.979878,High
23,28989,MORTGAGE,0.0,EDUCATION,A,10000,8.0,0,0.34,N,2,0.17074808,Low
23,12000,RENT,0.0,EDUCATION,A,2000,7.74,1,0.17,N,4,0.980167,High
25,12000,RENT,2.0,HOMEIMPROVEMENT,B,2000,11.89,1,0.17,N,4,0.99847883,High
21,14000,RENT,0.0,MEDICAL,A,2000,10.99,0,0.14,N,4,0.08357202,Low
23,29000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,11500,7.9,0,0.4,N,4,0.35920247,Medium
24,14400,RENT,4.0,VENTURE,B,2000,10.65,0,0.14,N,4,0.05203845,Low
26,14400,RENT,1.0,PERSONAL,D,2000,17.49,1,0.14,N,4,0.94696575,High
21,29000,MORTGAGE,0.0,PERSONAL,B,4200,11.99,0,0.14,N,3,0.33789587,Medium
26,14400,RENT,4.0,PERSONAL,B,2000,10.37,0,0.14,N,2,0.19059126,Low
21,14400,RENT,0.0,DEBTCONSOLIDATION,A,2000,5.79,0,0.14,N,2,0.061608206,Low
26,14400,RENT,4.0,MEDICAL,A,2000,6.92,0,0.14,N,4,0.09669459,Low
26,29000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,7200,8.49,0,0.25,N,4,0.58607554,High
26,14400,RENT,2.0,DEBTCONSOLIDATION,D,2000,15.58,1,0.14,N,4,0.9910987,High
25,15000,RENT,0.0,MEDICAL,A,2000,7.88,0,0.13,N,4,0.08734558,Low
21,15600,RENT,0.0,MEDICAL,A,2000,7.9,0,0.13,N,2,0.085513905,Low
24,15915,RENT,0.0,PERSONAL,D,2000,15.05,1,0.13,Y,4,0.9142127,High
25,15996,RENT,1.0,EDUCATION,C,2000,13.48,0,0.13,Y,4,0.14096132,Low
24,17616,RENT,4.0,VENTURE,B,2000,10.37,0,0.11,N,2,0.057198267,Low
25,18000,RENT,4.0,DEBTCONSOLIDATION,A,2000,7.51,1,0.11,N,4,0.14314115,Low
23,18000,RENT,2.0,EDUCATION,C,2000,14.79,0,0.11,N,3,0.29698682,Medium
21,18000,RENT,1.0,EDUCATION,A,2000,5.42,0,0.11,N,3,0.0626971,Low
26,18000,RENT,2.0,EDUCATION,D,2000,13.3,1,0.11,N,2,0.6870522,High
22,19176,RENT,3.0,VENTURE,C,2000,14.22,0,0.1,Y,2,0.22060035,Medium
24,29000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,20000,10.62,0,0.69,N,3,0.4077268,Medium
24,19200,RENT,2.0,MEDICAL,C,2000,13.49,0,0.1,N,4,0.14957988,Low
23,19200,RENT,2.0,EDUCATION,B,2000,10.59,0,0.1,N,4,0.124602884,Low
26,19200,RENT,3.0,MEDICAL,A,2000,6.17,0,0.1,N,4,0.11677555,Low
22,19728,RENT,5.0,DEBTCONSOLIDATION,A,2000,7.49,0,0.1,N,2,0.13400918,Low
21,20000,RENT,0.0,MEDICAL,A,2000,10.99,0,0.1,N,3,0.06653743,Low
26,20004,RENT,2.0,EDUCATION,A,2000,8.59,1,0.1,N,3,0.070323706,Low
23,29004,MORTGAGE,2.0,MEDICAL,B,6000,11.99,0,0.21,N,2,0.321039,Medium
22,29004,MORTGAGE,3.0,VENTURE,B,5000,9.25,0,0.17,N,4,0.07231619,Low
22,29004,MORTGAGE,6.0,EDUCATION,A,2500,6.91,0,0.09,N,3,0.23288275,Medium
22,21000,RENT,0.0,EDUCATION,C,2000,14.22,0,0.1,Y,3,0.13295767,Low
23,29004,OWN,1.0,EDUCATION,C,2000,13.16,0,0.07,Y,3,0.0029850204,Low
21,21600,RENT,0.0,DEBTCONSOLIDATION,B,2000,11.71,1,0.09,N,2,0.17270331,Low
22,21600,RENT,1.0,DEBTCONSOLIDATION,D,2000,16.89,1,0.09,N,2,0.98760206,High
23,22000,RENT,1.0,VENTURE,C,2000,13.99,0,0.09,N,2,0.22811338,Medium
22,22000,RENT,0.0,VENTURE,A,2000,7.29,0,0.09,N,3,0.017767902,Low
23,22004,RENT,8.0,EDUCATION,B,2000,10.39,0,0.09,N,3,0.105608135,Low
21,23040,RENT,3.0,MEDICAL,C,2000,13.11,0,0.09,Y,2,0.15902506,Low
22,23587,RENT,4.0,HOMEIMPROVEMENT,B,2000,11.89,1,0.08,N,4,0.9514705,High
24,24000,RENT,8.0,MEDICAL,B,2000,10.99,0,0.08,N,3,0.12372502,Low
24,24000,RENT,4.0,HOMEIMPROVEMENT,B,2000,12.69,1,0.08,N,2,0.7987197,High
25,24000,RENT,4.0,MEDICAL,D,2000,16.59,0,0.08,N,2,0.74370676,High
21,24000,RENT,1.0,PERSONAL,E,2000,18.39,1,0.08,Y,3,0.94113106,High
23,29120,OWN,0.0,EDUCATION,A,6400,8.94,0,0.22,N,4,0.003579554,Low
23,24000,RENT,0.0,EDUCATION,C,2000,12.61,0,0.08,Y,3,0.111646846,Low
22,29124,MORTGAGE,0.0,MEDICAL,E,8875,15.68,1,0.3,Y,3,0.91994,High
25,24000,RENT,0.0,PERSONAL,B,2000,10.38,0,0.08,N,4,0.11019488,Low
23,24000,RENT,0.0,EDUCATION,C,2000,14.35,0,0.08,Y,2,0.18709272,Low
22,24000,RENT,1.0,EDUCATION,C,2000,13.11,0,0.08,Y,4,0.122515,Low
22,29184,OWN,4.0,MEDICAL,A,1800,5.42,0,0.06,N,4,0.0025192976,Low
24,29200,MORTGAGE,6.0,PERSONAL,A,2500,6.76,0,0.09,N,2,0.121848606,Low
24,29232,MORTGAGE,1.0,PERSONAL,B,11000,11.71,1,0.38,N,4,0.4054783,Medium
21,24000,RENT,5.0,EDUCATION,B,2000,11.14,0,0.08,N,4,0.10616789,Low
25,29328,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000,7.74,0,0.34,N,3,0.21680292,Medium
24,24000,RENT,1.0,HOMEIMPROVEMENT,D,2000,14.61,1,0.08,Y,2,0.97909933,High
24,24000,RENT,0.0,VENTURE,E,2000,16.0,1,0.08,Y,2,0.93221724,High
22,24432,RENT,0.0,EDUCATION,B,2000,11.36,0,0.08,N,4,0.120680146,Low
22,24702,RENT,4.0,EDUCATION,C,2000,13.23,0,0.08,Y,4,0.1318883,Low
24,25000,RENT,6.0,PERSONAL,A,2000,6.62,0,0.08,N,4,0.11767262,Low
25,25000,RENT,4.0,VENTURE,B,2000,9.91,0,0.08,N,4,0.01694681,Low
24,25200,RENT,8.0,DEBTCONSOLIDATION,D,2000,14.96,1,0.08,Y,4,0.91930836,High
21,25500,RENT,6.0,EDUCATION,C,2000,13.47,0,0.08,N,2,0.12727214,Low
22,29553,OWN,2.0,VENTURE,A,6000,7.49,0,0.2,N,4,0.00083780015,Low
25,26000,RENT,7.0,MEDICAL,C,2000,12.99,0,0.08,Y,4,0.141848,Low
21,29664,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5000,13.57,1,0.17,Y,4,0.25789267,Medium
23,29666,OTHER,1.0,VENTURE,A,3000,9.32,0,0.1,N,3,0.028575359,Low
23,26496,RENT,1.0,DEBTCONSOLIDATION,C,2000,13.61,0,0.08,N,4,0.13725318,Low
23,27600,RENT,2.0,DEBTCONSOLIDATION,C,2000,13.99,1,0.07,N,3,0.20094262,Medium
22,28800,RENT,3.0,MEDICAL,A,2000,8.49,0,0.07,N,2,0.11074031,Low
26,30000,RENT,2.0,EDUCATION,B,2000,11.71,1,0.07,N,2,0.17842022,Low
25,30000,RENT,0.0,MEDICAL,B,2000,12.42,0,0.07,N,2,0.17710714,Low
21,30000,RENT,5.0,EDUCATION,C,2000,13.43,0,0.07,N,4,0.1613648,Low
23,29952,MORTGAGE,1.0,DEBTCONSOLIDATION,D,4750,14.46,1,0.16,Y,4,0.9558148,High
24,30000,RENT,2.0,DEBTCONSOLIDATION,A,2000,7.66,0,0.07,N,3,0.14406098,Low
24,30000,RENT,5.0,MEDICAL,G,2000,21.27,1,0.07,Y,3,0.9302684,High
22,29996,MORTGAGE,3.0,EDUCATION,C,5400,12.84,0,0.18,N,4,0.19390677,Low
23,82000,RENT,7.0,HOMEIMPROVEMENT,D,15000,18.25,1,0.18,Y,2,0.65967166,High
22,70550,RENT,6.0,MEDICAL,D,15000,16.77,1,0.18,Y,2,0.85327077,High
25,95000,RENT,4.0,VENTURE,B,15000,12.42,0,0.16,N,2,0.0075999796,Low
23,95000,RENT,6.0,EDUCATION,B,15000,9.88,0,0.16,N,4,0.028019473,Low
23,95000,RENT,7.0,VENTURE,D,15000,15.05,0,0.16,Y,2,0.12886061,Low
25,30000,MORTGAGE,9.0,VENTURE,A,5000,6.03,0,0.17,N,3,0.017776344,Low
25,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,6500,14.27,0,0.22,N,3,0.25948343,Medium
22,30000,OWN,3.0,EDUCATION,C,8000,13.49,0,0.27,N,2,0.0032897429,Low
23,83600,RENT,7.0,DEBTCONSOLIDATION,A,15000,8.49,1,0.18,N,2,0.06132411,Low
25,96000,RENT,2.0,EDUCATION,B,15000,8.88,0,0.16,N,2,0.026714899,Low
26,84000,RENT,7.0,DEBTCONSOLIDATION,D,15000,16.0,1,0.18,Y,3,0.9604825,High
25,96000,RENT,5.0,MEDICAL,B,15000,11.58,0,0.16,N,4,0.05937828,Low
25,97440,RENT,9.0,EDUCATION,A,15000,7.49,0,0.15,N,4,0.017396862,Low
